0,1,1
1,2.718281828,2.718281984
3,20.08553692,20.08553886
5,148.4131591,148.4131775
10,22026.46579,22026.46094
12,162754.7914,162753.3438
15,3269017.372,3267650
17,24154952.75,24089078
20,485165195.41,474579776.00
